timestamp_s,frame_number,point_index,x,y,z,doppler,range,azimuth_deg,elevation_deg,snr,noise
0.0,1,0,-0.11562623083591461,0.04162650182843208,-0.025797627866268158,0.0,0.12556953657364164,160.200659210939,-11.8555475604412,34.2,54.400000000000006
0.290389,2,0,-0.11562623083591461,0.04160118103027344,-0.025838442146778107,0.0,0.12556953696261763,160.211767489003,-11.8745771357373,34.5,54.1
0.598954,3,0,-0.11562623083591461,0.04164956882596016,-0.02576036937534809,0.0,0.12556953639741997,160.190541028678,-11.8381770060005,34.1,54.5
0.984416,4,0,-0.11562623083591461,0.04162763059139252,-0.02579580433666706,0.0,0.12556953614372102,160.200164056765,-11.8546974139613,34.2,54.400000000000006
1.501739,5,0,-0.11562623083591461,0.04162874072790146,-0.02579401060938835,0.0,0.1255695356972713,160.199677076458,-11.8538611664351,34.6,54.0
1.795183,6,0,-0.11562623083591461,0.04161107540130615,-0.025822503492236137,0.0,0.1255695366718375,160.207426626751,-11.8671456257615,34.6,54.0
2.124411,7,0,-0.11562623083591461,0.041666485369205475,-0.025732995942234993,0.0,0.12556953587755873,160.18312151959,-11.8254157776193,34.6,54.0
2.402539,8,0,-0.11562623083591461,0.041591059416532516,-0.02585473097860813,0.0,0.12556953688966901,160.216208292142,-11.8821721632527,34.300000000000004,54.300000000000004
2.700853,9,0,-0.11562623083591461,0.041608117520809174,-0.02582726813852787,0.0,0.12556953643477822,160.208724284415,-11.8693671855078,34.6,54.0
2.997496,10,0,-0.11562623083591461,0.041627541184425354,-0.02579595148563385,0.0,0.12556953673335908,160.200203276785,-11.8547659629299,34.7,53.900000000000006
3.292135,11,0,-0.11562623083591461,0.041675690561532974,-0.02571808733046055,0.0,0.12556953634157472,160.179084460337,-11.8184657067283,34.1,54.5
3.613054,12,0,-0.11562623083591461,0.041637666523456573,-0.0257796011865139,0.0,0.12556953598773268,160.195761732373,-11.8471431197838,34.1,54.5
3.9196,13,0,-0.11562623083591461,0.041672151535749435,-0.02572382055222988,0.0,0.12556953617315786,160.180636522799,-11.8211383883074,34.4,54.2
4.204623,14,0,-0.11562623083591461,0.04163402318954468,-0.025785483419895172,0.0,0.12556953571414303,160.197359875425,-11.8498855644146,34.800000000000004,53.800000000000004
4.507334,15,0,-0.11562623083591461,0.041595570743083954,-0.02584746852517128,0.0,0.12556953608229518,160.214228941492,-11.8787859384255,35.300000000000004,53.300000000000004
4.805083,16,0,-0.11562623083591461,0.041624825447797775,-0.02580033428966999,0.0,0.12556953691217693,160.20139459411,-11.8568093537976,34.6,54.0
5.119973,17,0,-0.11562623083591461,0.04164254665374756,-0.025771722197532654,0.0,0.1255695369671982,160.193621120712,-11.8434697221517,34.300000000000004,54.300000000000004
5.119973,17,1,0.34687870740890503,3.6746795177459717,-0.7532212734222412,0.5115634799003601,3.767085966968535,84.6074300096325,-11.533917742766,19.400000000000002,40.7
5.406941,18,0,-0.11562623083591461,0.041616328060626984,-0.025814034044742584,0.0,0.12556953600389334,160.205122274219,-11.8631968178114,34.6,54.0
5.696733,19,0,-0.11562623083591461,0.041594237089157104,-0.025849616155028343,0.0,0.1255695364000024,160.214814078842,-11.8797872902082,33.800000000000004,54.800000000000004
5.696733,19,1,0.3931291997432709,4.251225471496582,0.0011832349700853229,-0.25578173995018005,4.269364118605616,84.7166375822778,0.0158792665471212,17.8,40.800000000000004
6.007267,20,0,-0.11562623083591461,0.04159916937351227,-0.02584167569875717,0.0,0.12556953592653797,160.212650072779,-11.8760849319301,34.2,54.400000000000006
6.007267,20,1,0.34687870740890503,3.6562249660491943,-0.8382310271263123,0.25578173995018005,3.7670860216953286,84.5803730349432,-12.8567610655026,17.5,40.800000000000004
6.321071,21,0,-0.11562623083591461,0.04161594808101654,-0.02581465244293213,0.0,0.12556953720051475,160.205288969823,-11.863485028758,33.6,55.0
6.321071,21,1,0.34687870740890503,3.671705484390259,-0.7675880789756775,-0.25578173995018005,3.7670860702591797,84.6030878785782,-11.7570231216235,21.3,40.1
6.601623,22,0,-0.11562623083591461,0.04162374883890152,-0.025802068412303925,0.0,0.12556953634969503,160.201866877108,-11.8576179171548,34.1,54.5
6.90374,23,0,-0.11562623083591461,0.041606929153203964,-0.02582917921245098,0.0,0.12556953575477156,160.209245641498,-11.8702583023247,33.2,55.400000000000006
7.205812,24,0,-0.11562623083591461,0.04162987321615219,-0.025792187079787254,0.0,0.1255695365750462,160.199180294249,-11.8530108999654,35.1,53.5
7.505092,25,0,-0.11562623083591461,0.04160446673631668,-0.025833148509263992,0.0,0.1255695363996984,160.21032595654,-11.8721089622144,34.4,54.2
7.807072,26,0,-0.11562623083591461,0.04161939397454262,-0.025809094309806824,0.0,0.125569536756416,160.203777282262,-11.8608936252884,34.4,54.2
8.102556,27,0,-0.11562623083591461,0.04163974151015282,-0.025776250287890434,0.0,0.1255695361513155,160.194851556864,-11.8455808584378,34.2,54.400000000000006
8.401407,28,0,-0.11562623083591461,0.0416707918047905,-0.02572602592408657,0.0,0.1255695367388332,160.181232849593,-11.8221664230853,33.9,54.7
8.703579,29,0,-0.11562623083591461,0.04166247323155403,-0.02573949284851551,0.0,0.1255695362147561,160.184881159954,-11.8284444978558,33.6,55.0
9.010527,30,0,-0.11562623083591461,0.04162289574742317,-0.025803448632359505,0.0,0.12556953718575173,160.202241110263,-11.8582613463065,34.300000000000004,54.300000000000004
9.304536,31,0,-0.11562623083591461,0.04161694645881653,-0.025813035666942596,0.0,0.12556953571714385,160.20485098604,-11.8627313563441,33.5,55.1
9.620646,32,0,-0.11562623083591461,0.04164350777864456,-0.025770163163542747,0.0,0.1255695357437697,160.193199541388,-11.8427429998247,34.7,53.900000000000006
9.905804,33,0,-0.11562623083591461,0.04165014997124672,-0.02575943060219288,0.0,0.1255695365719598,160.190286129854,-11.8377393308252,34.4,54.2
10.206164,34,0,-0.11562623083591461,0.041643694043159485,-0.02576986886560917,0.0,0.12556953711880592,160.193117840228,-11.8426056634353,34.0,54.6
10.511454,35,0,-0.11562623083591461,0.041636936366558075,-0.025780778378248215,0.0,0.12556953556138276,160.196082012048,-11.8476919894389,33.4,55.2
10.511454,35,1,0.23125246167182922,3.658392906188965,-0.86811363697052,-0.34104230999946594,3.767086094553349,86.3830607533312,-13.3233891087426,24.5,40.6
10.511454,35,2,-2.2200238704681396,1.5539088249206543,3.6182610988616943,-0.25578173995018005,4.520503511905556,145.009848534695,53.1693755680214,12.600000000000001,49.900000000000006
10.511454,35,3,-4.0237932205200195,1.82770836353302,-0.9505374431610107,-0.25578173995018005,4.520503420470169,155.57125331395,-12.1383204575922,12.600000000000001,49.900000000000006
10.816749,36,0,-0.11562623083591461,0.041627541184425354,-0.02579595148563385,0.0,0.12556953673335908,160.200203276785,-11.8547659629299,33.300000000000004,55.300000000000004
10.816749,36,1,0.22354406118392944,3.534410238265991,-0.8477129936218262,-0.5115634799003601,3.6415168541701606,86.3809822649489,-13.4614558863791,21.8,41.2
10.816749,36,2,0.5087553858757019,4.075691223144531,-0.5485804677009583,-0.5115634799003601,4.143794338359217,82.8847563023291,-7.60749350931723,16.6,44.300000000000004
10.816749,36,3,-3.9120209217071533,1.8184272050857544,-0.8395582437515259,-0.5115634799003601,4.394933814828344,155.069551132965,-11.0128207218052,15.5,46.900000000000006
10.816749,36,4,-2.2932536602020264,1.5589789152145386,3.4096944332122803,-0.5115634799003601,4.394933871629049,145.791705944628,50.8797837456177,15.5,46.900000000000006
10.816749,36,5,0.23125246167182922,3.6075119972229004,-1.0598666667938232,-0.25578173995018005,3.7670861235863837,86.3321851717084,-16.3407456826154,28.700000000000003,41.5
11.102403,37,0,-0.11562623083591461,0.04164301976561546,-0.02577095665037632,0.0,0.12556953674835003,160.193413598828,-11.843112836056,33.7,54.900000000000006
11.102403,37,1,0.7862583994865417,2.485570192337036,-3.381007432937622,-0.596824049949646,4.2693644390444065,72.4463167906465,-52.3655735693553,17.3,48.5
11.102403,37,2,-3.8002490997314453,1.851213812828064,-0.5988207459449768,-0.596824049949646,4.2693643656391265,154.027916266204,-8.06288753483765,17.3,48.5
11.102403,37,3,0.22354406118392944,3.5537326335906982,-0.762664794921875,-0.42630288004875183,3.6415168773124353,86.4006077579465,-12.0893035259921,34.7,41.5
11.407519,38,0,-0.11562623083591461,0.041631732136011124,-0.025789188221096992,0.0,0.12556953693897244,160.198364859123,-11.8516127159517,34.0,54.6
11.407519,38,1,0.20041880011558533,3.1773011684417725,-0.7235748767852783,-0.42630288004875183,3.264807959549237,86.3906608071512,-12.8047076012864,25.8,40.900000000000006
11.407519,38,2,-3.688476800918579,1.797100305557251,-0.5801749229431152,-0.34104230999946594,4.1437945847206965,154.023722085641,-8.04845622855246,18.900000000000002,50.400000000000006
11.407519,38,3,0.33531609177589417,3.518850326538086,-0.875156581401825,-0.25578173995018005,3.6415166543559816,84.5566426261341,-13.9058702766162,21.5,40.6
11.713306,39,0,-0.11562623083591461,0.04164933040738106,-0.025760753080248833,0.0,0.12556953603468063,160.190645602791,-11.8383559251166,33.300000000000004,55.300000000000004
11.713306,39,1,0.19271038472652435,3.037972927093506,-0.7670729756355286,-0.25578173995018005,3.139238402556402,86.3703700330218,-14.1434253681091,23.3,41.0
11.713306,39,2,0.2081272155046463,3.3179562091827393,-0.6652137637138367,-0.25578173995018005,3.3903775151629265,86.4106797190627,-11.3152066851788,22.900000000000002,40.7
