timestamp_s,frame_number,point_index,x,y,z,doppler_mps,azimuth_deg,elevation_deg,snr_db,noise_db
0.0,1,0,-0.11562623083591461,0.03559553995728493,-0.03363392502069473,0.0,162.88901553740044,-15.536428263879605,29.200000000000003,59.1
0.0,1,1,-2.960031747817993,0.5659731030464172,0.009332527406513691,0.0,169.17540745784527,0.17743000123793334,13.5,63.7
0.308101,2,0,-0.11562623083591461,0.03559586778283119,-0.03363357484340668,0.0,162.8888671540513,-15.536262532434765,29.1,59.2
0.308101,2,1,-2.960031747817993,0.56595778465271,0.010216803289949894,0.0,169.17569351032597,0.19424191558405635,13.4,63.800000000000004
0.606301,3,0,-0.11562623083591461,0.035597287118434906,-0.0336320735514164,0.0,162.88822472432634,-15.535551503017583,29.200000000000003,59.1
0.606301,3,1,-2.960031747817993,0.565989077091217,0.008306048810482025,0.0,169.17510916245487,0.15791453898673677,13.5,63.7
0.914093,4,0,-0.11562623083591461,0.03558100014925003,-0.03364930301904678,0.0,162.89559691410747,-15.543711398911572,29.3,59.0
0.914093,4,1,-2.960031747817993,0.5659477710723877,0.010759507305920124,0.0,169.17588050212606,0.2045598492444608,13.5,63.7
1.194608,5,0,-0.11562623083591461,0.03562682121992111,-0.033600784838199615,0.0,162.874857796834,-15.520734054771378,29.1,59.2
1.194608,5,1,-2.960031747817993,0.5659920573234558,0.00809856504201889,0.0,169.17505351039554,0.15396984974265054,13.5,63.7
1.492336,6,0,-0.11562623083591461,0.03558911755681038,-0.03364071995019913,0.0,162.89192254982382,-15.539646339475242,29.5,58.800000000000004
1.492336,6,1,-2.960031747817993,0.5659478306770325,0.010758095420897007,0.0,169.17587938907894,0.20453300594213675,13.600000000000001,63.6
1.811144,7,0,-0.11562623083591461,0.03561314195394516,-0.03361528366804123,0.0,162.88104869799807,-15.527600156278144,29.3,59.0
1.811144,7,1,-2.960031747817993,0.5657972693443298,0.016913795843720436,0.0,169.17869097246873,0.32156624340524415,13.4,63.800000000000004
2.105471,8,0,-0.11562623083591461,0.03565403074026108,-0.03357191011309624,0.0,162.86254465901357,-15.50706074329629,29.200000000000003,59.1
2.105471,8,1,-2.960031747817993,0.5659012794494629,0.012975840829312801,0.0,169.17674868139758,0.24669704040858106,13.4,63.800000000000004
2.419416,9,0,-0.11562623083591461,0.0356399342417717,-0.03358687832951546,0.0,162.86892355086655,-15.514148558626275,29.400000000000002,58.900000000000006
