timestamp,frame_number,point_index,snr,noise
2025-10-10 01:46:49.416,1,0,23.700000000000003,58.6
2025-10-10 01:46:49.416,1,1,20.5,62.1
2025-10-10 01:46:49.416,1,2,20.5,62.1
2025-10-10 01:46:49.416,1,3,29.400000000000002,77.9
2025-10-10 01:46:49.416,1,4,26.400000000000002,68.4
2025-10-10 01:46:49.416,1,5,26.400000000000002,68.4
2025-10-10 01:46:49.416,1,6,19.3,67.0
2025-10-10 01:46:49.416,1,7,21.8,59.2
2025-10-10 01:46:50.418,2,0,22.400000000000002,65.8
2025-10-10 01:46:50.418,2,1,22.400000000000002,65.8
2025-10-10 01:46:50.418,2,2,49.400000000000006,55.800000000000004
2025-10-10 01:46:51.438,3,0,28.3,55.7
2025-10-10 01:46:51.438,3,1,22.6,59.5
2025-10-10 01:46:51.438,3,2,22.6,59.5
2025-10-10 01:46:57.435,9,0,23.200000000000003,56.6
2025-10-10 01:46:59.434,11,0,30.6,58.5
2025-10-10 01:47:09.430,21,0,23.3,56.300000000000004
2025-10-10 01:47:12.421,24,0,15.4,93.10000000000001
2025-10-10 01:47:21.432,32,0,18.8,63.900000000000006
2025-10-10 01:47:21.432,32,1,36.7,55.400000000000006
2025-10-10 01:47:25.418,36,0,16.1,57.400000000000006
2025-10-10 01:47:32.432,42,0,15.3,91.2
2025-10-10 01:47:32.432,42,1,15.3,91.2
2025-10-10 01:47:45.425,55,0,36.800000000000004,56.2
2025-10-10 01:47:54.422,64,0,25.400000000000002,55.0
2025-10-10 01:47:54.422,64,1,22.8,55.2
2025-10-10 01:47:54.422,64,2,22.8,55.2
2025-10-10 01:48:05.421,75,0,15.200000000000001,91.10000000000001
2025-10-10 01:48:05.421,75,1,15.200000000000001,91.10000000000001
2025-10-10 01:48:07.421,77,0,15.600000000000001,91.0
2025-10-10 01:48:07.421,77,1,15.600000000000001,91.0
2025-10-10 01:48:08.427,78,0,33.5,54.800000000000004
2025-10-10 01:48:08.427,78,1,33.5,54.800000000000004
2025-10-10 01:48:08.427,78,2,42.0,56.7
2025-10-10 01:48:09.436,79,0,15.9,90.80000000000001
2025-10-10 01:48:09.436,79,1,35.6,61.400000000000006
2025-10-10 01:48:09.436,79,2,38.800000000000004,57.2
2025-10-10 01:48:10.436,80,0,15.100000000000001,91.10000000000001
2025-10-10 01:48:10.436,80,1,28.0,58.300000000000004
2025-10-10 01:48:10.436,80,2,31.1,64.10000000000001
2025-10-10 01:48:10.436,80,3,43.800000000000004,66.9
2025-10-10 01:48:10.436,80,4,36.1,73.7
2025-10-10 01:48:10.436,80,5,21.700000000000003,65.5
2025-10-10 01:48:10.436,80,6,21.700000000000003,65.5
2025-10-10 01:48:10.436,80,7,17.8,58.400000000000006
2025-10-10 01:48:10.436,80,8,32.7,65.2
2025-10-10 01:48:10.436,80,9,32.7,65.2
2025-10-10 01:48:11.417,81,0,20.8,66.7
