timestamp_s,frame_number,point_index,snr,noise
2455.024036,814,0,20.6,87.60000000000001
2455.024036,814,1,20.6,87.60000000000001
2455.024036,814,2,18.6,93.7
2455.024036,814,3,18.6,93.7
2455.024036,814,4,15.0,92.5
2456.203119,815,0,17.400000000000002,89.9
2456.203119,815,1,17.400000000000002,89.9
2456.203119,815,2,19.0,93.4
2456.203119,815,3,19.0,93.4
2456.203119,815,4,15.100000000000001,92.60000000000001
2458.025071,816,0,20.5,87.30000000000001
2458.025071,816,1,18.1,94.2
2458.025071,816,2,18.1,94.2
2458.025071,816,3,29.5,56.2
2458.025071,816,4,27.200000000000003,59.1
2458.025071,816,5,41.900000000000006,54.300000000000004
2458.025071,816,6,27.3,63.0
2458.025071,816,7,27.3,63.0
2459.188714,817,0,21.0,87.0
2459.188714,817,1,18.6,93.5
2459.188714,817,2,18.6,93.5
2459.188714,817,3,15.3,92.30000000000001
2459.188714,817,4,35.4,62.900000000000006
2459.188714,817,5,20.1,72.4
2459.188714,817,6,17.0,66.9
2459.188714,817,7,17.0,66.9
2459.188714,817,8,17.6,56.800000000000004
2459.188714,817,9,29.700000000000003,61.300000000000004
2459.188714,817,10,29.700000000000003,61.300000000000004
2459.188714,817,11,33.2,56.2
2459.188714,817,12,33.2,56.2
2460.21461,818,0,20.900000000000002,86.80000000000001
2460.21461,818,1,19.1,93.10000000000001
2460.21461,818,2,15.600000000000001,92.2
2460.21461,818,3,38.800000000000004,68.2
2460.21461,818,4,24.0,64.8
2461.200931,819,0,18.7,89.4
2461.200931,819,1,18.6,93.4
2461.200931,819,2,18.6,93.4
2461.200931,819,3,15.8,92.2
2461.200931,819,4,26.900000000000002,63.1
2461.200931,819,5,25.700000000000003,80.4
2461.200931,819,6,24.900000000000002,69.2
2461.200931,819,7,24.900000000000002,69.2
2462.201572,820,0,19.3,88.60000000000001
2462.201572,820,1,19.3,88.60000000000001
2462.201572,820,2,18.7,93.2
2462.201572,820,3,18.7,93.2
2462.201572,820,4,35.1,68.4
2462.201572,820,5,17.6,64.5
