timestamp_s,frame_number,range_bin,doppler_bin,signal_strength
3547.059778,1686,0,0,5188
3547.059778,1686,0,1,4940
3547.059778,1686,0,2,3014
3547.059778,1686,0,3,2774
3547.059778,1686,0,4,2525
3547.059778,1686,0,5,2432
3547.059778,1686,0,6,2388
3547.059778,1686,0,7,2363
3547.059778,1686,0,8,2443
3547.059778,1686,0,9,2242
3547.059778,1686,0,10,2226
3547.059778,1686,0,11,2281
3547.059778,1686,0,12,2440
3547.059778,1686,0,13,2388
3547.059778,1686,0,14,2377
3547.059778,1686,0,15,2454
3547.059778,1686,0,16,2274
3547.059778,1686,0,17,2405
3547.059778,1686,0,18,2412
3547.059778,1686,0,19,2429
3547.059778,1686,0,20,2315
3547.059778,1686,0,21,2310
3547.059778,1686,0,22,2313
3547.059778,1686,0,23,2357
3547.059778,1686,0,24,2457
3547.059778,1686,0,25,2436
3547.059778,1686,0,26,2365
3547.059778,1686,0,27,2322
3547.059778,1686,0,28,2391
3547.059778,1686,0,29,2299
3547.059778,1686,0,30,2297
3547.059778,1686,0,31,2277
3547.059778,1686,0,32,2167
3547.059778,1686,0,33,2304
3547.059778,1686,0,34,2362
3547.059778,1686,0,35,2199
3547.059778,1686,0,36,2371
3547.059778,1686,0,37,2318
3547.059778,1686,0,38,2400
3547.059778,1686,0,39,2374
3547.059778,1686,0,40,2437
3547.059778,1686,0,41,2460
3547.059778,1686,0,42,2373
3547.059778,1686,0,43,2409
3547.059778,1686,0,44,2434
3547.059778,1686,0,45,2387
3547.059778,1686,0,46,2238
3547.059778,1686,0,47,2345
3547.059778,1686,0,48,2381
3547.059778,1686,0,49,2251
3547.059778,1686,0,50,2203
3547.059778,1686,0,51,2295
3547.059778,1686,0,52,2364
3547.059778,1686,0,53,2382
3547.059778,1686,0,54,2298
3547.059778,1686,0,55,2249
3547.059778,1686,0,56,2465
3547.059778,1686,0,57,2409
3547.059778,1686,0,58,2264
3547.059778,1686,0,59,2327
3547.059778,1686,0,60,2227
3547.059778,1686,0,61,2287
3547.059778,1686,0,62,2355
3547.059778,1686,0,63,2378
3547.059778,1686,0,64,2341
3547.059778,1686,0,65,2249
3547.059778,1686,0,66,2184
3547.059778,1686,0,67,2308
3547.059778,1686,0,68,2335
3547.059778,1686,0,69,2335
3547.059778,1686,0,70,2392
3547.059778,1686,0,71,2302
3547.059778,1686,0,72,2269
3547.059778,1686,0,73,2311
3547.059778,1686,0,74,2395
3547.059778,1686,0,75,2417
3547.059778,1686,0,76,2445
3547.059778,1686,0,77,2361
3547.059778,1686,0,78,2232
3547.059778,1686,0,79,2411
3547.059778,1686,0,80,2328
3547.059778,1686,0,81,2282
3547.059778,1686,0,82,2343
3547.059778,1686,0,83,2412
3547.059778,1686,0,84,2453
3547.059778,1686,0,85,2344
3547.059778,1686,0,86,2411
3547.059778,1686,0,87,2297
3547.059778,1686,0,88,2407
3547.059778,1686,0,89,2385
3547.059778,1686,0,90,2332
3547.059778,1686,0,91,2469
3547.059778,1686,0,92,2396
3547.059778,1686,0,93,2363
3547.059778,1686,0,94,2305
3547.059778,1686,0,95,2392
