frame_number,point_index,x,y,z,doppler,range
1,0,-1.5402555465698242,5.355178356170654,0.0,-0.14765694737434387,5.572281613050236
1,1,-0.34227901697158813,5.561758995056152,0.0,-0.14765694737434387,5.572281224466965
2,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
2,1,-0.5924059748649597,6.402205944061279,0.0,0.0,6.429555644772761
2,2,1.0005079507827759,3.94722580909729,0.0,0.1968759298324585,4.072052031541752
2,3,1.0005079507827759,3.94722580909729,0.0,0.29531389474868774,4.072052031541752
2,4,-0.6450642347335815,1.3544670343399048,0.0,-0.1968759298324585,1.5002295871119053
4,0,-1.5402555465698242,3.5369081497192383,0.0,0.0,3.857733325191034
4,1,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
4,2,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
4,3,0.18430407345294952,5.998087406158447,0.0,-0.1968759298324585,6.000918306676731
4,4,1.0005079507827759,3.94722580909729,0.0,-0.14765694737434387,4.072052031541752
5,0,0.6253174543380737,4.023752689361572,0.0,0.14765694737434387,4.0720520163480645
6,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
6,1,0.783292293548584,3.5582194328308105,0.0,0.393751859664917,3.643414929610326
7,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
7,1,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
7,2,0.36860814690589905,5.98958683013916,0.0,-0.14765694737434387,6.000918459847782
8,0,0.0,3.8577332496643066,0.0,1.0335986614227295,3.8577332496643066
9,0,0.28962069749832153,4.706103801727295,0.0,0.14765694737434387,4.7150072259808375
9,1,-3.6202588081359863,3.0207650661468506,0.0,0.14765694737434387,4.715007467940998
10,0,0.6253174543380737,4.023752689361572,0.0,-0.1968759298324585,4.0720520163480645
10,1,0.36860814690589905,5.98958683013916,0.0,-0.14765694737434387,6.000918459847782
11,0,0.36860814690589905,5.98958683013916,0.0,0.14765694737434387,6.000918459847782
11,1,0.22379781305789948,3.6365349292755127,0.0,0.1968759298324585,3.643414847772671
11,2,0.3356967270374298,3.6279165744781494,0.0,0.34453287720680237,3.643414739487794
12,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
12,1,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
13,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
13,1,0.3356967270374298,3.6279165744781494,0.0,-0.24609491229057312,3.643414739487794
13,2,0.36860814690589905,5.98958683013916,0.0,-0.14765694737434387,6.000918459847782
14,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
14,1,0.36860814690589905,5.98958683013916,0.0,0.09843796491622925,6.000918459847782
14,2,1.2243056297302246,6.530095100402832,0.0,0.14765694737434387,6.6438743437315395
14,3,-5.305324554443359,3.999324321746826,0.0,0.14765694737434387,6.643874145293192
14,4,0.6253174543380737,4.023752689361572,0.0,0.1968759298324585,4.0720520163480645
15,0,2.9620296955108643,5.706624507904053,0.0,0.0,6.429555442742473
15,1,-0.5924059748649597,6.402205944061279,0.0,0.0,6.429555644772761
15,2,0.6713934540748596,3.581019639968872,0.0,-0.1968759298324585,3.643414721386705
16,0,-1.5402555465698242,3.5369081497192383,0.0,0.0,3.857733325191034
16,1,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
16,2,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
16,3,0.6713934540748596,3.581019639968872,0.0,0.29531389474868774,3.643414721386705
17,0,0.22379781305789948,3.6365349292755127,0.0,-0.24609491229057312,3.643414847772671
17,1,0.36860814690589905,5.98958683013916,0.0,-0.14765694737434387,6.000918459847782
18,0,0.5529122352600098,5.975391864776611,0.0,0.14765694737434387,6.000918252862534
19,0,0.9215204119682312,5.9297404289245605,0.0,-0.14765694737434387,6.000918381722628
20,0,0.6253174543380737,4.023752689361572,0.0,-0.14765694737434387,4.0720520163480645
21,0,0.3356967270374298,3.6279165744781494,0.0,0.14765694737434387,3.643414739487794
22,0,-1.4217743873596191,3.586176633834839,0.0,0.0,3.8577331760523297
22,1,0.6713934540748596,3.581019639968872,0.0,-0.24609491229057312,3.643414721386705
23,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
23,1,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
23,2,0.783292293548584,3.5582194328308105,0.0,0.34453287720680237,3.643414929610326
25,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
26,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
26,1,-0.39493730664253235,6.417414665222168,0.0,0.0,6.4295556970592145
26,2,0.6713934540748596,3.581019639968872,0.0,-0.24609491229057312,3.643414721386705
27,0,0.6713934540748596,3.581019639968872,0.0,0.1968759298324585,3.643414721386705
27,1,-3.1265869140625,4.35111665725708,0.0,-0.14765694737434387,5.35796247618877
28,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
28,1,0.5529122352600098,5.975391864776611,0.0,-0.14765694737434387,6.000918252862534
29,0,3.159498453140259,5.599709987640381,0.0,0.0,6.429555382845312
30,0,-1.5402555465698242,3.5369081497192383,0.0,0.0,3.857733325191034
30,1,0.6253174543380737,4.023752689361572,0.0,-0.34453287720680237,4.0720520163480645
30,2,3.633423328399658,3.640784502029419,0.0,-0.29531389474868774,5.143644318338551
30,3,1.4217743873596191,4.943241119384766,0.0,-0.29531389474868774,5.143644153023046
30,4,0.5002539753913879,4.0412068367004395,0.0,-0.24609491229057312,4.072051907440432
