timestamp,frame_number,point_index,snr,noise
2025-10-10 01:41:37.457,1,0,29.200000000000003,57.1
2025-10-10 01:41:37.457,1,1,32.1,62.300000000000004
2025-10-10 01:41:37.457,1,2,32.1,62.300000000000004
2025-10-10 01:41:37.457,1,3,39.300000000000004,65.4
2025-10-10 01:41:37.457,1,4,17.5,68.2
2025-10-10 01:41:37.457,1,5,17.5,68.2
2025-10-10 01:41:39.237,2,0,23.700000000000003,81.30000000000001
2025-10-10 01:41:39.237,2,1,31.3,62.2
2025-10-10 01:41:39.237,2,2,31.3,62.2
2025-10-10 01:41:40.424,3,0,47.300000000000004,57.0
2025-10-10 01:41:40.424,3,1,20.8,70.5
2025-10-10 01:41:40.424,3,2,20.8,70.5
2025-10-10 01:41:40.424,3,3,15.9,63.0
2025-10-10 01:41:40.424,3,4,15.9,63.0
2025-10-10 01:41:41.449,4,0,28.400000000000002,83.80000000000001
2025-10-10 01:41:42.442,5,0,19.700000000000003,89.9
2025-10-10 01:41:42.442,5,1,36.300000000000004,55.5
2025-10-10 01:41:42.442,5,2,28.8,55.1
2025-10-10 01:41:43.449,6,0,16.6,90.7
2025-10-10 01:41:44.456,7,0,19.900000000000002,89.9
2025-10-10 01:41:44.456,7,1,15.5,90.9
2025-10-10 01:41:45.454,8,0,26.8,56.1
2025-10-10 01:41:45.454,8,1,16.6,61.5
2025-10-10 01:41:45.454,8,2,25.900000000000002,60.400000000000006
2025-10-10 01:41:45.454,8,3,47.2,55.800000000000004
2025-10-10 01:41:46.448,9,0,16.400000000000002,90.7
2025-10-10 01:41:46.448,9,1,16.400000000000002,90.7
2025-10-10 01:41:46.448,9,2,47.800000000000004,54.0
2025-10-10 01:41:46.448,9,3,38.1,55.900000000000006
2025-10-10 01:41:47.448,10,0,17.7,89.80000000000001
2025-10-10 01:41:47.448,10,1,45.0,55.2
2025-10-10 01:41:48.454,11,0,55.1,55.1
2025-10-10 01:41:48.454,11,1,39.7,64.8
2025-10-10 01:41:48.454,11,2,18.900000000000002,68.8
2025-10-10 01:41:48.454,11,3,30.400000000000002,55.0
2025-10-10 01:41:48.454,11,4,17.8,59.2
2025-10-10 01:41:49.449,12,0,36.6,56.800000000000004
2025-10-10 01:41:49.449,12,1,33.300000000000004,63.400000000000006
2025-10-10 01:41:49.449,12,2,21.6,68.7
2025-10-10 01:41:49.449,12,3,21.6,68.7
2025-10-10 01:41:49.449,12,4,33.1,54.800000000000004
2025-10-10 01:41:49.449,12,5,16.1,59.300000000000004
2025-10-10 01:41:50.451,13,0,50.800000000000004,54.900000000000006
2025-10-10 01:41:50.451,13,1,27.5,66.60000000000001
2025-10-10 01:41:50.451,13,2,16.2,75.3
2025-10-10 01:41:50.451,13,3,16.2,75.3
2025-10-10 01:41:50.451,13,4,17.5,72.5
2025-10-10 01:41:50.451,13,5,28.5,52.800000000000004
