timestamp,frame_number,point_index,snr,noise
2025-10-10 01:21:57.518,2,0,15.3,86.7
2025-10-10 01:21:57.518,2,1,15.3,86.7
2025-10-10 01:21:58.541,3,0,15.100000000000001,87.2
2025-10-10 01:21:58.541,3,1,15.100000000000001,87.2
2025-10-10 01:21:58.541,3,2,15.8,92.80000000000001
2025-10-10 01:21:58.541,3,3,15.5,87.0
2025-10-10 01:21:58.541,3,4,15.5,87.0
2025-10-10 01:21:59.538,4,0,15.3,86.80000000000001
2025-10-10 01:21:59.538,4,1,15.3,86.80000000000001
2025-10-10 01:22:00.538,5,0,15.4,93.7
2025-10-10 01:22:01.534,6,0,15.3,87.0
2025-10-10 01:22:01.534,6,1,15.3,87.0
2025-10-10 01:22:02.541,7,0,15.3,87.0
2025-10-10 01:22:02.541,7,1,15.3,87.0
2025-10-10 01:22:02.541,7,2,16.7,92.30000000000001
2025-10-10 01:22:04.543,9,0,15.700000000000001,93.10000000000001
2025-10-10 01:22:05.540,10,0,15.3,87.0
2025-10-10 01:22:05.540,10,1,15.3,87.0
2025-10-10 01:22:05.540,10,2,15.200000000000001,92.30000000000001
2025-10-10 01:22:05.540,10,3,15.600000000000001,86.5
2025-10-10 01:22:07.537,12,0,16.1,92.30000000000001
2025-10-10 01:22:07.537,12,1,15.100000000000001,87.2
2025-10-10 01:22:07.537,12,2,15.100000000000001,87.2
2025-10-10 01:22:08.536,13,0,16.3,92.80000000000001
2025-10-10 01:22:08.536,13,1,16.3,92.80000000000001
2025-10-10 01:22:08.536,13,2,15.200000000000001,87.0
2025-10-10 01:22:09.538,14,0,15.200000000000001,92.5
2025-10-10 01:22:09.538,14,1,15.600000000000001,86.60000000000001
2025-10-10 01:22:09.538,14,2,15.600000000000001,86.60000000000001
2025-10-10 01:22:10.542,15,0,15.100000000000001,87.2
2025-10-10 01:22:10.542,15,1,15.100000000000001,87.2
2025-10-10 01:22:10.542,15,2,15.600000000000001,92.2
2025-10-10 01:22:11.538,16,0,16.0,86.30000000000001
2025-10-10 01:22:11.538,16,1,16.0,86.30000000000001
2025-10-10 01:22:11.538,16,2,15.9,91.60000000000001
2025-10-10 01:22:12.538,17,0,15.8,86.7
2025-10-10 01:22:12.538,17,1,15.8,86.7
2025-10-10 01:22:13.539,18,0,15.3,93.60000000000001
2025-10-10 01:22:13.539,18,1,15.100000000000001,87.4
2025-10-10 01:22:14.536,19,0,16.2,86.7
2025-10-10 01:22:14.536,19,1,16.2,86.7
2025-10-10 01:22:15.535,20,0,15.100000000000001,93.5
2025-10-10 01:22:15.535,20,1,15.4,87.30000000000001
2025-10-10 01:22:15.535,20,2,15.4,87.30000000000001
2025-10-10 01:22:16.538,21,0,16.2,93.30000000000001
2025-10-10 01:22:17.535,22,0,15.200000000000001,87.30000000000001
2025-10-10 01:22:17.535,22,1,15.200000000000001,87.30000000000001
2025-10-10 01:22:18.532,23,0,16.0,92.4
2025-10-10 01:22:18.532,23,1,15.700000000000001,87.0
2025-10-10 01:22:19.537,24,0,15.600000000000001,92.80000000000001
2025-10-10 01:22:19.537,24,1,15.700000000000001,86.9
2025-10-10 01:22:19.537,24,2,15.700000000000001,86.9
2025-10-10 01:22:20.539,25,0,15.200000000000001,87.10000000000001
2025-10-10 01:22:20.539,25,1,15.200000000000001,87.10000000000001
2025-10-10 01:22:20.539,25,2,15.700000000000001,92.7
2025-10-10 01:22:20.539,25,3,15.200000000000001,87.9
