timestamp_s,frame_number,range_bin,doppler_bin,signal_strength
355.649569,759,0,0,5192
355.649569,759,0,1,4942
355.649569,759,0,2,3013
355.649569,759,0,3,2677
355.649569,759,0,4,2635
355.649569,759,0,5,2436
355.649569,759,0,6,2479
355.649569,759,0,7,2321
355.649569,759,0,8,2358
355.649569,759,0,9,2336
355.649569,759,0,10,2416
355.649569,759,0,11,2296
355.649569,759,0,12,2293
355.649569,759,0,13,2237
355.649569,759,0,14,2353
355.649569,759,0,15,2376
355.649569,759,0,16,2258
355.649569,759,0,17,2286
355.649569,759,0,18,2384
355.649569,759,0,19,2277
355.649569,759,0,20,2289
355.649569,759,0,21,2445
355.649569,759,0,22,2451
355.649569,759,0,23,1989
355.649569,759,0,24,2196
355.649569,759,0,25,2358
355.649569,759,0,26,2392
355.649569,759,0,27,2438
355.649569,759,0,28,2470
355.649569,759,0,29,2382
355.649569,759,0,30,2434
355.649569,759,0,31,2383
355.649569,759,0,32,2278
355.649569,759,0,33,2192
355.649569,759,0,34,2312
355.649569,759,0,35,2392
355.649569,759,0,36,2345
355.649569,759,0,37,2436
355.649569,759,0,38,2289
355.649569,759,0,39,2279
355.649569,759,0,40,2274
355.649569,759,0,41,2335
355.649569,759,0,42,2292
355.649569,759,0,43,2431
355.649569,759,0,44,2233
355.649569,759,0,45,2502
355.649569,759,0,46,2417
355.649569,759,0,47,2275
355.649569,759,0,48,2383
355.649569,759,0,49,2239
355.649569,759,0,50,2060
355.649569,759,0,51,2324
355.649569,759,0,52,2399
355.649569,759,0,53,2277
355.649569,759,0,54,2302
355.649569,759,0,55,2415
355.649569,759,0,56,2304
355.649569,759,0,57,2221
355.649569,759,0,58,2214
355.649569,759,0,59,2297
355.649569,759,0,60,2385
355.649569,759,0,61,2397
355.649569,759,0,62,2338
355.649569,759,0,63,2326
355.649569,759,0,64,2393
355.649569,759,0,65,2154
355.649569,759,0,66,2359
355.649569,759,0,67,2490
355.649569,759,0,68,2397
355.649569,759,0,69,2218
355.649569,759,0,70,2323
355.649569,759,0,71,2231
355.649569,759,0,72,2245
355.649569,759,0,73,2260
355.649569,759,0,74,2389
355.649569,759,0,75,2355
355.649569,759,0,76,2205
355.649569,759,0,77,2399
355.649569,759,0,78,2245
355.649569,759,0,79,2310
355.649569,759,0,80,2392
355.649569,759,0,81,2281
355.649569,759,0,82,2372
355.649569,759,0,83,2407
355.649569,759,0,84,2421
355.649569,759,0,85,2368
355.649569,759,0,86,2244
355.649569,759,0,87,2427
355.649569,759,0,88,2487
355.649569,759,0,89,2476
355.649569,759,0,90,2393
355.649569,759,0,91,2398
355.649569,759,0,92,2280
355.649569,759,0,93,2234
355.649569,759,0,94,2295
355.649569,759,0,95,2275
355.649569,759,0,96,2319
355.649569,759,0,97,2352
355.649569,759,0,98,2491
355.649569,759,0,99,2455
355.649569,759,0,100,2326
355.649569,759,0,101,2436
355.649569,759,0,102,2367
355.649569,759,0,103,2291
355.649569,759,0,104,2326
355.649569,759,0,105,2440
355.649569,759,0,106,2328
355.649569,759,0,107,2386
355.649569,759,0,108,2322
355.649569,759,0,109,2243
355.649569,759,0,110,2286
355.649569,759,0,111,2134
355.649569,759,0,112,2426
355.649569,759,0,113,2266
355.649569,759,0,114,2272
355.649569,759,0,115,2445
355.649569,759,0,116,2369
355.649569,759,0,117,2221
355.649569,759,0,118,2258
355.649569,759,0,119,2305
355.649569,759,0,120,2364
355.649569,759,0,121,2421
355.649569,759,0,122,2397
355.649569,759,0,123,2370
