frame_number,point_index,x,y,z,doppler,range,aoa
1,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
1,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
2,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
2,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
3,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
3,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
4,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
4,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
5,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
5,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
5,2,-1.3691160678863525,2.4265410900115967,0.0,0.1968759298324585,2.7861407841060823,119.43279427566064
6,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
6,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
6,2,-2.9093716144561768,4.75246000289917,0.0,0.14765694737434387,5.572281334441013,121.47422808272742
6,3,2.9093716144561768,4.75246000289917,0.0,0.14765694737434387,5.572281334441013,58.525771917272586
7,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
7,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
8,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
8,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
9,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
9,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
10,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
10,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
11,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
11,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
12,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
12,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
13,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
13,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
14,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
14,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
14,2,0.3554435968399048,3.8413233757019043,0.0,0.14765694737434387,3.8577331980385012,84.7133867021371
14,3,-1.0663307905197144,3.7074310779571533,0.0,0.14765694737434387,3.857733343896768,106.04628602984042
14,4,-0.13822805881500244,4.498565196990967,0.0,0.1968759298324585,4.500688372662802,91.7599818843823
15,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
15,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
15,2,-1.1979764699935913,2.7509284019470215,0.0,-0.24609491229057312,3.000459080756993,113.53220010994029
15,3,-0.3620258867740631,2.329540967941284,0.0,-0.14765694737434387,2.357503735736459,98.833477769293
16,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
16,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
16,2,-1.290128469467163,2.7089340686798096,0.0,0.1968759298324585,3.0004591742238107,115.46610125643667
16,3,-0.4344310164451599,2.3171303272247314,0.0,0.24609491229057312,2.3575036079281335,100.61891668257942
17,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
17,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
18,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
18,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
19,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
19,1,-2.0405094623565674,6.32276725769043,0.0,0.0,6.643874220730615,107.88614169581918
20,0,1.968104362487793,1.972091555595398,0.0,0.0,2.786140679379661,45.057979162443125
