timestamp_s,frame_number,point_index,snr,noise
0.0,1,0,22.8,92.30000000000001
0.0,1,1,15.9,92.2
0.996668,2,0,23.0,92.10000000000001
0.996668,2,1,16.0,92.10000000000001
1.992741,3,0,22.8,92.30000000000001
1.992741,3,1,16.2,92.0
2.991768,4,0,22.700000000000003,92.4
2.991768,4,1,16.2,92.0
4.800836,5,0,23.200000000000003,92.0
4.800836,5,1,16.3,91.80000000000001
5.983803,6,0,22.5,92.60000000000001
5.983803,6,1,16.1,92.10000000000001
6.996434,7,0,21.6,93.5
6.996434,7,1,16.1,92.10000000000001
7.991369,8,0,22.6,92.5
7.991369,8,1,16.1,92.10000000000001
9.799211,9,0,22.5,92.60000000000001
9.799211,9,1,16.400000000000002,92.0
11.006554,10,0,21.200000000000003,93.9
11.006554,10,1,16.400000000000002,92.10000000000001
11.995702,11,0,21.6,93.5
11.995702,11,1,16.5,91.9
11.995702,11,2,31.400000000000002,56.2
12.987786,12,0,22.200000000000003,92.9
12.987786,12,1,16.2,92.2
13.99113,13,0,21.5,93.7
13.99113,13,1,16.2,92.10000000000001
14.986304,14,0,21.5,93.60000000000001
14.986304,14,1,16.2,92.0
16.012751,15,0,22.400000000000002,92.7
16.012751,15,1,16.6,91.7
16.990369,16,0,21.900000000000002,93.2
16.990369,16,1,15.9,92.2
17.98313,17,0,22.6,92.60000000000001
17.98313,17,1,16.400000000000002,91.9
19.806046,18,0,22.3,92.80000000000001
19.806046,18,1,16.3,92.10000000000001
20.985503,19,0,22.400000000000002,92.7
20.985503,19,1,16.7,91.60000000000001
21.987113,20,0,23.0,92.10000000000001
21.987113,20,1,16.2,92.2
22.999503,21,0,22.400000000000002,92.7
22.999503,21,1,16.2,92.10000000000001
23.980294,22,0,22.400000000000002,92.7
23.980294,22,1,16.2,92.10000000000001
