timestamp_s,frame_number,point_index,x,y,z,doppler_mps,azimuth_deg,elevation_deg,snr_db,noise_db
0.0,1,0,-0.11562623083591461,0.035748571157455444,-0.03347122669219971,0.0,162.81977492597568,-15.459389999071911,28.5,59.7
0.287346,2,0,-0.11562623083591461,0.035743556916713715,-0.0334765799343586,0.0,162.8220428546003,-15.461924368676224,28.6,59.6
0.591512,3,0,-0.11562623083591461,0.035699378699064255,-0.03352368623018265,0.0,162.84202695081538,-15.484226742507126,28.5,59.7
0.591512,3,1,1.3875149488449097,4.248789310455322,0.6764199733734131,0.0,71.91466370057155,8.605703409881873,11.5,70.7
0.90458,4,0,-0.11562623083591461,0.03571232408285141,-0.03350989520549774,0.0,162.83617063710287,-15.47769718069456,28.400000000000002,59.800000000000004
1.272523,5,0,-0.11562623083591461,0.03571828454732895,-0.033503543585538864,0.0,162.83347432919481,-15.474689922387373,28.700000000000003,59.5
1.80711,7,0,-0.11562623083591461,0.03567085787653923,-0.03355403244495392,0.0,162.85493068315097,-15.498595328965799,28.400000000000002,59.800000000000004
2.096576,8,0,-0.11562623083591461,0.035731904208660126,-0.03348901867866516,0.0,162.82731355985,-15.467813177322757,28.400000000000002,59.800000000000004
2.096576,8,1,1.3875149488449097,4.248719215393066,0.67685866355896,0.0,71.91438475783526,8.61132742387047,11.600000000000001,70.60000000000001
2.405696,9,0,-0.11562623083591461,0.03575068712234497,-0.03346896544098854,0.0,162.81881789696942,-15.458319529740319,28.3,59.900000000000006
2.405696,9,1,1.3875149488449097,4.24846887588501,0.6784308552742004,0.0,71.91338846588009,8.631481372027418,11.4,70.8
2.405696,9,2,1.0599071979522705,4.998530387878418,4.6463541984558105,0.0,78.02811400487853,42.28106318453429,11.600000000000001,67.7
2.703565,10,0,-0.11562623083591461,0.03575211763381958,-0.03346743434667587,0.0,162.81817089704447,-15.457594791464622,28.5,59.7
2.703565,10,1,1.3875149488449097,4.24846076965332,0.6784804463386536,0.0,71.91335620322435,8.632117459985986,11.5,70.7
2.703565,10,2,0.6166732311248779,4.143857479095459,-2.7706480026245117,-0.25578173995018005,81.53557864845753,-33.47796896631049,27.0,41.400000000000006
3.006034,11,0,-0.11562623083591461,0.03575693815946579,-0.0334622859954834,0.0,162.81599067535512,-15.455157449991546,28.5,59.7
3.006034,11,1,1.3875149488449097,4.248948574066162,0.6754171252250671,0.0,71.91529745791438,8.592848638525615,12.4,69.8
3.006034,11,2,0.5395891070365906,8.424798965454102,-2.4481372833251953,0.34104230999946594,86.33534182549441,-16.1717808336011,16.900000000000002,41.2
3.006034,11,3,0.1503141075372696,4.377539157867432,2.190260887145996,-0.25578173995018005,88.03337418885212,26.567158023340394,27.1,42.900000000000006
3.006034,11,4,-2.7750296592712402,2.8347179889678955,4.02407693862915,-0.25578173995018005,134.3903896318375,45.40984576350929,11.4,56.7
3.006034,11,5,-4.856301784515381,2.3314049243927,-1.7060166597366333,-0.25578173995018005,154.35534983904546,-17.572733140674057,11.4,56.7
3.307494,12,0,-0.11562623083591461,0.03575465455651283,-0.03346472606062889,0.0,162.81702349422642,-15.456312593454665,28.5,59.7
3.307494,12,1,1.3875149488449097,4.248320579528809,0.6793580055236816,0.0,71.91279823146131,8.643367727586524,12.700000000000001,69.5
3.307494,12,2,0.6012564301490784,2.666325330734253,-4.06348180770874,-0.6820846199989319,77.29235056388987,-56.07348953353152,28.5,41.2
3.307494,12,3,-2.6516947746276855,1.424665093421936,4.4825592041015625,-0.5115634799003601,151.75237929918126,56.11743365180711,18.900000000000002,50.400000000000006
3.307494,12,4,-1.16011643409729,5.046053409576416,-1.5316548347473145,-0.5115634799003601,102.94763279542428,-16.47916000429182,18.900000000000002,50.400000000000006
3.307494,12,5,0.585839569568634,3.3952748775482178,-3.3011314868927,-0.42630288004875183,80.21026197229027,-43.77458418362378,30.700000000000003,42.400000000000006
3.307494,12,6,-3.900458574295044,2.2821130752563477,3.5976178646087646,-0.34104230999946594,149.66859238508704,38.52344719691482,11.5,57.400000000000006
3.608675,13,0,-0.11562623083591461,0.03576892986893654,-0.03344946727156639,0.0,162.81056730164238,-15.449089081689737,28.400000000000002,59.800000000000004
3.608675,13,1,1.3875149488449097,4.2475504875183105,0.6841577291488647,0.0,71.9097325889545,8.704905993182336,12.700000000000001,69.5
3.608675,13,2,0.30833661556243896,5.008432388305664,0.22105403244495392,-1.875732660293579,86.47711757359771,2.522418299766006,18.6,40.0
