timestamp_s,frame_number,point_index,x,y,z,doppler_mps,range,azimuth_deg,elevation_deg,snr_db,noise_db
0.0,1,0,-0.11562623083591461,0.04106683284044266,-0.026679549366235733,0.0,0.12556953599998083,160.44654764083589,-12.267041918854162,31.3,55.6
0.0,1,1,-1.7575188875198364,1.855148434638977,1.597420573234558,0.0,3.013669000126828,133.45200252919864,32.009400874895817,11.5,64.4
0.0,1,2,1.4800158739089966,5.067106246948242,2.909087896347046,0.0,6.0273381432899047,73.717810857651386,28.858546756175794,11.8,67.8
0.0,1,3,3.7000396251678467,4.078474044799805,-2.45042085647583,0.0,6.0273382297469951,47.7853151640031,-23.988362266210746,11.8,67.8
0.539526,2,0,-0.11562623083591461,0.041047390550374985,-0.026709454134106636,0.0,0.12556953638704402,160.4551030825626,-12.281006241639933,33.5,53.400000000000006
0.539526,2,1,-0.7322994470596313,2.1985268592834473,-0.5677674412727356,0.0,2.3858211790752404,108.42221564328504,-13.767094687547971,12.8,55.400000000000006
0.539526,2,2,1.9039785861968994,1.1817957162857056,0.8187593817710876,0.0,2.3858211368343945,31.827792070147805,20.070564016795,12.8,55.400000000000006
0.539526,2,3,-1.7575188875198364,1.8803917169570923,1.567627191543579,0.0,3.0136689700192045,133.06553265385202,31.343811351951491,12.200000000000001,63.7
0.539526,2,4,1.4800158739089966,5.011473655700684,3.0039117336273193,0.0,6.0273377947671447,73.546786516005085,29.892957521360231,11.600000000000001,67.9
0.539526,2,5,3.8850414752960205,4.00353479385376,-2.281877279281616,0.0,6.02733788899126,45.860568027181394,-22.246242206015619,11.600000000000001,67.9
0.833653,3,0,-0.11562623083591461,0.04103768616914749,-0.02672436274588108,0.0,0.12556953654294933,160.45937376603715,-12.287968243551029,32.800000000000004,54.1
0.833653,3,1,-1.6380383968353271,0.36408907175064087,-1.3195216655731201,0.0,2.1346821935810381,167.46850776859299,-38.180066006332424,14.200000000000001,51.800000000000004
0.833653,3,2,-0.8055294156074524,2.161936044692993,-0.6076986789703369,0.0,2.3858211972346042,110.43520848446705,-14.756554997981514,11.8,56.400000000000006
0.833653,3,3,-1.4645988941192627,1.6998231410980225,0.810983419418335,0.0,2.3858211873984123,130.74879230586396,19.871874514728,11.8,56.400000000000006
0.833653,3,4,-1.7575188875198364,1.8682912588119507,1.5820289850234985,0.0,3.0136689561391092,133.25009705934758,31.664954771395859,12.0,63.900000000000006
0.833653,3,5,1.4800158739089966,5.082564830780029,2.8819940090179443,0.0,6.0273378629474523,73.7647207796774,28.564887705079208,11.700000000000001,67.9
0.833653,3,6,3.8850414752960205,4.038899898529053,-2.2186801433563232,0.0,6.0273378230883914,46.112366974218993,-21.598661725953342,11.700000000000001,67.9
1.132464,4,0,-0.11562623083591461,0.041004203259944916,-0.026775706559419632,0.0,0.12556953613062061,160.47411058826495,-12.311946208327143,31.0,55.900000000000006
1.132464,4,1,1.4800158739089966,5.034690856933594,2.964834213256836,0.0,6.0273377974037272,73.618583265462092,29.465395081777043,11.8,67.8
1.132464,4,2,3.8850414752960205,3.9815258979797363,-2.320066213607788,0.0,6.0273379676751162,45.702704593421693,-22.639013661643514,11.8,67.8
1.132464,4,3,0.9519892930984497,0.9150024056434631,-0.9598070979118347,0.08526057749986649,1.6324039578821625,43.86506438534618,-36.013195528484651,15.700000000000001,55.900000000000006
1.413489,5,0,-0.11562623083591461,0.04105953127145767,-0.026690782979130745,0.0,0.1255695355633327,160.44976053805394,-12.272287534824189,31.3,55.6
1.413489,5,1,1.4800158739089966,5.068740367889404,2.9062390327453613,0.0,6.027337821919966,73.722782150415725,28.827631794816039,11.600000000000001,68.0
1.413489,5,2,3.7000396251678467,4.080895900726318,-2.446385383605957,0.0,6.0273382205993675,47.802240834447282,-23.946381445883748,11.600000000000001,68.0
1.728676,6,0,-0.11562623083591461,0.04100821539759636,-0.02676955983042717,0.0,0.12556953579961458,160.47234458557284,-12.309075560083903,30.900000000000002,56.0
1.728676,6,1,1.6650177240371704,4.835442543029785,3.1898300647735596,0.0,6.0273380899393363,70.999562142502413,31.953241304457286,11.600000000000001,68.0
1.728676,6,2,3.8850414752960205,4.121081352233887,-2.0620243549346924,0.0,6.0273379876064688,46.688729069055285,-20.00559784542213,11.600000000000001,68.0
1.728676,6,3,0.9519892930984497,1.3063486814498901,-0.22784274816513062,-0.25578173995018005,1.6324039970520139,53.917657988421304,-8.0232526752674751,19.200000000000003,41.400000000000006
1.728676,6,4,0.9519892930984497,1.0520488023757935,-0.8072498440742493,-0.08526057749986649,1.6324039351558568,47.858344253407942,-29.637839073282471,12.8,56.6
