timestamp_s,frame_number,point_index,snr,noise
0.0,1,0,22.1,93.2
0.0,1,1,16.6,92.0
0.0,1,2,29.5,56.900000000000006
1.809186,2,0,22.8,92.5
1.809186,2,1,16.7,92.10000000000001
3.809634,3,0,21.900000000000002,93.4
3.809634,3,1,17.3,91.80000000000001
5.000605,4,0,21.8,93.5
5.000605,4,1,17.900000000000002,90.9
5.992968,5,0,22.0,93.30000000000001
5.992968,5,1,17.0,91.60000000000001
5.992968,5,2,32.300000000000004,55.800000000000004
6.994293,6,0,22.0,93.30000000000001
6.994293,6,1,17.7,91.60000000000001
7.9935,7,0,22.200000000000003,93.2
7.9935,7,1,17.900000000000002,90.30000000000001
7.9935,7,2,22.5,58.5
7.9935,7,3,17.7,64.10000000000001
9.003274,8,0,22.5,92.9
9.003274,8,1,16.2,91.7
9.003274,8,2,15.200000000000001,85.10000000000001
9.003274,8,3,32.9,55.5
9.989345,9,0,22.1,93.30000000000001
9.989345,9,1,17.3,91.5
10.995747,10,0,22.700000000000003,92.60000000000001
10.995747,10,1,15.4,92.5
11.997357,11,0,21.900000000000002,93.5
11.997357,11,1,16.2,92.0
12.990328,12,0,22.5,92.80000000000001
12.990328,12,1,16.0,91.9
14.00074,13,0,22.900000000000002,92.5
14.00074,13,1,16.6,92.2
14.998877,14,0,22.8,92.5
14.998877,14,1,17.3,91.0
15.992919,15,0,22.700000000000003,92.60000000000001
15.992919,15,1,16.400000000000002,92.0
15.992919,15,2,15.5,85.30000000000001
17.806982,16,0,23.1,92.2
17.806982,16,1,16.8,91.0
18.984822,17,0,22.200000000000003,93.10000000000001
18.984822,17,1,16.5,92.2
18.984822,17,2,15.5,85.4
18.984822,17,3,24.900000000000002,64.0
18.984822,17,4,27.400000000000002,56.800000000000004
20.006321,18,0,22.5,92.80000000000001
20.006321,18,1,16.2,92.2
20.995066,19,0,22.0,93.4
20.995066,19,1,17.0,91.30000000000001
