timestamp_s,frame_number,point_index,snr,noise
1922.887137,658,0,20.1,88.0
1922.887137,658,1,18.2,94.4
1922.887137,658,2,18.2,94.4
1922.887137,658,3,15.600000000000001,92.9
1923.893412,659,0,20.1,88.0
1923.893412,659,1,18.0,94.30000000000001
1923.893412,659,2,18.0,94.30000000000001
1923.893412,659,3,15.4,92.9
1924.89391,660,0,20.400000000000002,87.60000000000001
1924.89391,660,1,18.8,93.80000000000001
1924.89391,660,2,18.8,93.80000000000001
1925.890799,661,0,20.3,87.80000000000001
1925.890799,661,1,18.2,94.5
1925.890799,661,2,18.2,94.5
1925.890799,661,3,15.4,93.2
1926.886284,662,0,20.6,87.4
1926.886284,662,1,18.0,94.5
1926.886284,662,2,18.0,94.5
1926.886284,662,3,15.4,93.2
1926.886284,662,4,19.8,59.6
1926.886284,662,5,23.8,55.6
1927.872195,663,0,19.700000000000003,88.30000000000001
1927.872195,663,1,18.5,94.30000000000001
1927.872195,663,2,18.5,94.30000000000001
1927.872195,663,3,15.600000000000001,92.80000000000001
1927.872195,663,4,24.3,57.0
1928.892219,664,0,19.6,88.5
1928.892219,664,1,17.8,94.7
1928.892219,664,2,17.8,94.7
1928.892219,664,3,15.100000000000001,93.4
1929.878998,665,0,19.5,88.5
1929.878998,665,1,18.400000000000002,94.5
1929.878998,665,2,18.400000000000002,94.5
1930.883036,666,0,19.400000000000002,88.60000000000001
1930.883036,666,1,18.400000000000002,94.60000000000001
1930.883036,666,2,18.400000000000002,94.60000000000001
1930.883036,666,3,15.0,93.4
1930.883036,666,4,22.400000000000002,57.0
1930.883036,666,5,22.400000000000002,57.0
1931.887454,667,0,19.6,88.5
1931.887454,667,1,17.8,94.30000000000001
1931.887454,667,2,17.8,94.30000000000001
1932.872375,668,0,19.5,88.60000000000001
1932.872375,668,1,18.0,94.10000000000001
1932.872375,668,2,18.0,94.10000000000001
1933.89582,669,0,20.1,88.0
1933.89582,669,1,17.8,94.30000000000001
1933.89582,669,2,17.8,94.30000000000001
1933.89582,669,3,15.4,93.30000000000001
1934.894841,670,0,19.6,88.4
1934.894841,670,1,17.900000000000002,94.5
1934.894841,670,2,17.900000000000002,94.5
1934.894841,670,3,15.0,93.2
1935.888474,671,0,19.5,88.5
1935.888474,671,1,18.400000000000002,94.10000000000001
1935.888474,671,2,18.400000000000002,94.10000000000001
1935.888474,671,3,15.5,92.80000000000001
1936.889585,672,0,19.700000000000003,88.30000000000001
1936.889585,672,1,18.3,94.2
1936.889585,672,2,18.3,94.2
1936.889585,672,3,15.100000000000001,93.2
1936.889585,672,4,17.900000000000002,59.7
1938.708445,673,0,20.0,88.10000000000001
1938.708445,673,1,17.900000000000002,94.30000000000001
1938.708445,673,2,17.900000000000002,94.30000000000001
1939.886228,674,0,20.0,88.0
1939.886228,674,1,17.900000000000002,94.30000000000001
1939.886228,674,2,17.900000000000002,94.30000000000001
1939.886228,674,3,15.100000000000001,93.2
1941.705542,675,0,20.1,87.9
1941.705542,675,1,18.2,94.4
1941.705542,675,2,18.2,94.4
1941.705542,675,3,15.100000000000001,93.2
1942.892852,676,0,20.3,87.80000000000001
1942.892852,676,1,18.0,94.4
1942.892852,676,2,18.0,94.4
1942.892852,676,3,15.200000000000001,93.2
1942.892852,676,4,19.1,59.0
1942.892852,676,5,19.1,59.0
1943.889491,677,0,20.0,88.10000000000001
1943.889491,677,1,18.3,94.10000000000001
1943.889491,677,2,18.3,94.10000000000001
1943.889491,677,3,15.3,93.10000000000001
1943.889491,677,4,23.700000000000003,57.400000000000006
1944.888513,678,0,20.3,87.7
1944.888513,678,1,18.3,94.2
1944.888513,678,2,18.3,94.2
1944.888513,678,3,15.100000000000001,93.2
1945.891645,679,0,19.900000000000002,88.2
1945.891645,679,1,18.3,94.5
1945.891645,679,2,18.3,94.5
1945.891645,679,3,15.700000000000001,93.0
1946.882661,680,0,20.200000000000003,87.9
1946.882661,680,1,18.7,94.2
1946.882661,680,2,18.7,94.2
1946.882661,680,3,15.3,93.2
1946.882661,680,4,29.3,55.300000000000004
1947.890438,681,0,19.6,88.5
1947.890438,681,1,18.1,94.4
1947.890438,681,2,18.1,94.4
1947.890438,681,3,15.200000000000001,93.4
1947.890438,681,4,18.400000000000002,57.5
1948.875612,682,0,19.900000000000002,88.10000000000001
1948.875612,682,1,18.400000000000002,94.30000000000001
1948.875612,682,2,18.400000000000002,94.30000000000001
1948.875612,682,3,15.3,93.10000000000001
1949.893726,683,0,19.700000000000003,88.30000000000001
1949.893726,683,1,18.2,94.2
1949.893726,683,2,18.2,94.2
1949.893726,683,3,15.100000000000001,93.30000000000001
1950.880345,684,0,19.400000000000002,88.60000000000001
1950.880345,684,1,18.400000000000002,94.2
1950.880345,684,2,18.400000000000002,94.2
1950.880345,684,3,15.5,93.10000000000001
1950.880345,684,4,25.8,55.5
1951.880809,685,0,19.400000000000002,88.60000000000001
1951.880809,685,1,18.2,94.30000000000001
1951.880809,685,2,18.2,94.30000000000001
1951.880809,685,3,15.200000000000001,93.2
1951.880809,685,4,28.5,54.5
1952.886367,686,0,19.5,88.5
1952.886367,686,1,18.400000000000002,94.2
1952.886367,686,2,18.400000000000002,94.2
1952.886367,686,3,15.5,92.80000000000001
1953.884491,687,0,19.5,88.5
1953.884491,687,1,18.0,94.4
1953.884491,687,2,18.0,94.4
1953.884491,687,3,15.200000000000001,93.30000000000001
