timestamp_s,frame_number,point_index,x,y,z,doppler,range,azimuth_deg,elevation_deg,snr,noise
0.0,1,0,-0.11562623083591461,0.04896748811006546,0.000684334198012948,0.0,0.125569536363022,157.0474350514515,0.312254520903894,29.5,56.800000000000004
0.0,1,1,0.0,5.251327037811279,-1.2562068700790405,0.0,5.39948991650893,90.0,-13.453308258386778,11.600000000000001,71.60000000000001
0.0,1,2,1.449182152748108,3.9589014053344727,4.13011360168457,0.0,5.9017681767266,69.89451231853366,44.411724396702404,12.8,68.4
0.0,1,3,3.622955322265625,3.9803292751312256,-2.4211652278900146,0.0,5.90176816440151,47.691068586705015,-24.22016607125542,12.8,68.4
0.287606,2,0,-0.11562623083591461,0.048967890441417694,0.0006551494589075446,0.0,0.125569537597366,157.04726600476866,0.2989377039181182,29.6,56.7
0.287606,2,1,1.449182152748108,4.015358924865723,4.075246334075928,0.0,5.90176828507709,70.15499293961152,43.67071233845423,12.200000000000001,69.0
0.287606,2,2,3.622955322265625,3.9620535373687744,-2.450958013534546,0.0,5.90176826758036,47.55978186825495,-24.53771570167616,12.200000000000001,69.0
0.59784,3,0,-0.11562623083591461,0.048967842012643814,0.000658692792057991,0.0,0.125569537248848,157.0472863529581,0.30055450463126104,29.5,56.800000000000004
0.59784,3,1,1.449182152748108,3.787156105041504,4.288145065307617,0.0,5.90176824154582,69.060295807109,46.60098550374587,12.200000000000001,68.9
0.59784,3,2,3.622955322265625,3.919212579727173,-2.5188956260681152,0.0,5.90176818311679,47.2494286472045,-25.264875906043066,12.200000000000001,68.9
0.59784,3,3,0.3815665543079376,3.7250542640686035,-1.7746580839157104,-0.17052115499973297,4.14379459196875,84.15144930599645,-25.357746159206037,26.5,44.300000000000004
0.897215,4,0,-0.11562623083591461,0.0489666722714901,0.0007405129726976156,0.0,0.125569536951151,157.04777784185518,0.33788859119991027,29.6,56.7
0.897215,4,1,1.449182152748108,3.9677889347076416,4.121576309204102,0.0,5.9017683125335,69.93595102729735,44.29581009565895,12.5,68.7
0.897215,4,2,3.622955322265625,3.981008768081665,-2.4200477600097656,0.0,5.90176814517516,47.69593713092442,-24.208270949529116,12.5,68.7
0.897215,4,3,0.25437769293785095,3.971424102783203,-1.1550391912460327,0.25578173995018005,4.14379451084945,86.33509668589126,-16.184988263519283,14.9,42.6
0.897215,4,4,0.12718884646892548,4.050117015838623,-0.8668403625488281,0.5115634799003601,4.14379500685005,88.20128902516704,-12.074886783676973,19.5,41.800000000000004
1.18603,5,0,-0.11562623083591461,0.048967547714710236,0.0006801292183808982,0.0,0.125569536760579,157.04741000747183,0.31033581297346136,29.400000000000002,56.900000000000006
