timestamp,frame_number,point_index,snr,noise
2025-10-10 01:08:10.190,1,0,15.3,93.30000000000001
2025-10-10 01:08:10.190,1,1,16.6,55.6
2025-10-10 01:08:11.196,2,0,15.700000000000001,92.4
2025-10-10 01:08:11.196,2,1,26.5,54.0
2025-10-10 01:08:12.205,3,0,18.400000000000002,57.7
2025-10-10 01:08:13.204,4,0,21.3,57.800000000000004
2025-10-10 01:08:14.204,5,0,15.700000000000001,92.5
2025-10-10 01:08:14.204,5,1,22.3,59.400000000000006
2025-10-10 01:08:16.192,7,0,15.4,92.80000000000001
2025-10-10 01:08:16.192,7,1,28.200000000000003,56.400000000000006
2025-10-10 01:08:16.192,7,2,22.5,58.5
2025-10-10 01:08:17.206,8,0,24.400000000000002,55.5
2025-10-10 01:08:17.206,8,1,19.5,57.7
2025-10-10 01:08:18.204,9,0,24.1,57.2
2025-10-10 01:08:20.200,11,0,27.200000000000003,57.1
2025-10-10 01:08:23.197,14,0,15.0,93.0
2025-10-10 01:08:24.205,15,0,15.600000000000001,92.7
2025-10-10 01:08:24.205,15,1,19.0,61.800000000000004
2025-10-10 01:08:25.203,16,0,15.3,93.0
2025-10-10 01:08:25.203,16,1,27.0,55.400000000000006
2025-10-10 01:08:25.203,16,2,25.6,58.7
2025-10-10 01:08:26.206,17,0,17.3,56.1
2025-10-10 01:08:27.202,18,0,20.5,57.300000000000004
2025-10-10 01:08:30.192,21,0,15.3,92.80000000000001
2025-10-10 01:08:30.192,21,1,19.3,56.0
2025-10-10 01:08:31.201,22,0,19.700000000000003,55.6
2025-10-10 01:08:32.202,23,0,15.200000000000001,92.80000000000001
2025-10-10 01:08:32.202,23,1,19.3,55.2
2025-10-10 01:08:33.191,24,0,25.8,57.6
2025-10-10 01:08:33.191,24,1,18.900000000000002,59.2
2025-10-10 01:08:33.191,24,2,18.900000000000002,59.2
