timestamp_s,frame_number,point_index,snr,noise
0.0,1,0,21.1,82.80000000000001
0.0,1,1,21.1,82.80000000000001
0.0,1,2,19.700000000000003,89.80000000000001
0.0,1,3,18.2,89.9
1.009421,2,0,21.8,82.10000000000001
1.009421,2,1,21.8,82.10000000000001
1.009421,2,2,20.1,89.30000000000001
1.009421,2,3,18.900000000000002,89.4
2.019189,3,0,21.6,82.30000000000001
2.019189,3,1,21.6,82.30000000000001
2.019189,3,2,19.700000000000003,89.7
2.019189,3,3,18.2,90.10000000000001
2.019189,3,4,18.2,90.10000000000001
3.012769,4,0,20.900000000000002,83.0
3.012769,4,1,20.900000000000002,83.0
3.012769,4,2,19.3,90.10000000000001
3.012769,4,3,18.6,89.7
3.012769,4,4,18.6,89.7
4.014525,5,0,21.1,82.80000000000001
4.014525,5,1,21.1,82.80000000000001
4.014525,5,2,19.3,90.0
4.014525,5,3,18.0,90.30000000000001
4.014525,5,4,18.0,90.30000000000001
5.014792,6,0,21.400000000000002,82.5
5.014792,6,1,21.400000000000002,82.5
5.014792,6,2,19.5,89.9
5.014792,6,3,18.1,90.10000000000001
5.014792,6,4,18.1,90.10000000000001
5.014792,6,5,26.200000000000003,57.0
5.014792,6,6,24.400000000000002,61.7
5.014792,6,7,24.400000000000002,61.7
6.003664,7,0,21.900000000000002,82.0
6.003664,7,1,21.900000000000002,82.0
6.003664,7,2,19.8,89.60000000000001
6.003664,7,3,19.0,89.2
6.003664,7,4,19.0,89.2
6.003664,7,5,33.7,58.300000000000004
7.01217,8,0,20.900000000000002,82.9
7.01217,8,1,20.900000000000002,82.9
7.01217,8,2,19.3,90.10000000000001
7.01217,8,3,18.7,89.7
7.01217,8,4,18.7,89.7
7.998957,9,0,21.700000000000003,82.30000000000001
7.998957,9,1,21.700000000000003,82.30000000000001
7.998957,9,2,19.700000000000003,89.7
7.998957,9,3,17.3,90.30000000000001
7.998957,9,4,17.3,90.30000000000001
9.005304,10,0,21.0,83.0
9.005304,10,1,21.0,83.0
9.005304,10,2,19.400000000000002,90.0
9.005304,10,3,17.2,90.9
9.005304,10,4,17.2,90.9
10.010218,11,0,20.900000000000002,83.0
10.010218,11,1,20.900000000000002,83.0
10.010218,11,2,19.5,90.0
10.010218,11,3,17.7,90.4
10.010218,11,4,17.7,90.4
11.001322,12,0,21.200000000000003,82.60000000000001
11.001322,12,1,21.200000000000003,82.60000000000001
11.001322,12,2,19.6,89.80000000000001
11.001322,12,3,17.7,90.60000000000001
11.001322,12,4,17.7,90.60000000000001
12.007684,13,0,21.5,82.30000000000001
12.007684,13,1,21.5,82.30000000000001
12.007684,13,2,19.900000000000002,89.5
12.007684,13,3,18.2,89.7
12.007684,13,4,18.2,89.7
13.003729,14,0,20.700000000000003,83.10000000000001
13.003729,14,1,20.700000000000003,83.10000000000001
13.003729,14,2,19.3,90.2
13.003729,14,3,18.400000000000002,89.7
13.003729,14,4,18.400000000000002,89.7
14.004462,15,0,21.1,82.7
14.004462,15,1,21.1,82.7
14.004462,15,2,19.5,89.9
14.004462,15,3,17.8,90.30000000000001
14.004462,15,4,17.8,90.30000000000001
15.011275,16,0,20.6,83.30000000000001
15.011275,16,1,20.6,83.30000000000001
15.011275,16,2,19.200000000000003,90.30000000000001
15.011275,16,3,16.8,91.30000000000001
16.015571,17,0,21.0,82.9
16.015571,17,1,21.0,82.9
16.015571,17,2,19.200000000000003,90.2
16.015571,17,3,19.1,90.0
16.015571,17,4,30.0,56.5
17.010322,18,0,21.900000000000002,81.9
17.010322,18,1,21.900000000000002,81.9
17.010322,18,2,20.200000000000003,89.30000000000001
17.010322,18,3,17.2,90.4
17.010322,18,4,31.3,62.300000000000004
17.010322,18,5,31.900000000000002,55.800000000000004
17.010322,18,6,29.3,56.300000000000004
18.001683,19,0,21.5,82.5
18.001683,19,1,21.5,82.5
18.001683,19,2,19.700000000000003,89.80000000000001
18.001683,19,3,15.700000000000001,91.4
18.001683,19,4,29.3,53.6
18.001683,19,5,26.0,55.0
