frame_number,point_index,x,y,z,doppler,range
1,0,-0.07898746430873871,2.5706088542938232,0.0,0.14765694737434387,2.5718220975199135
1,1,-1.7903825044631958,3.1731691360473633,0.0,0.1968759298324585,3.6434148649654867
1,2,-0.44759562611579895,3.615816593170166,0.0,0.1968759298324585,3.6434148103067674
1,3,0.23696239292621613,1.9142558574676514,0.0,0.49218982458114624,1.9288666785214916
1,4,-2.764561176300049,1.1661717891693115,0.0,0.49218982458114624,3.000459154756129
1,5,0.4607602059841156,2.9648702144622803,0.0,0.49218982458114624,3.000459190861314
1,6,0.0,2.357503652572632,0.0,0.8859416842460632,2.357503652572632
1,7,0.0,3.6434147357940674,0.0,0.8859416842460632,3.6434147357940674
2,0,0.0,3.6434147357940674,0.0,0.49218982458114624,3.6434147357940674
2,1,3.4688658714294434,1.1141996383666992,0.0,0.49218982458114624,3.643414781232633
2,2,0.47392478585243225,2.5277786254882812,0.0,0.5906277894973755,2.571822210441596
3,0,-1.7772178649902344,2.6788601875305176,0.0,-0.29531389474868774,3.2147776352302326
3,1,-2.0010159015655518,2.784714937210083,0.0,-0.14765694737434387,3.4290963707424664
3,2,-0.7372162938117981,3.348912239074707,0.0,-0.14765694737434387,3.4290962437479022
9,0,-1.7903825044631958,2.924590826034546,0.0,-0.14765694737434387,3.429096238371465
11,0,-0.31594985723495483,2.5523409843444824,0.0,-0.14765694737434387,2.5718220802869216
21,0,-2.488105058670044,2.948124647140503,0.0,-0.1968759298324585,3.8577332357301195
24,0,-1.6587367057800293,3.482915163040161,0.0,0.0,3.8577332064357504
32,0,-2.606586217880249,2.8439083099365234,0.0,0.14765694737434387,3.857733296453926
32,1,-0.31594985723495483,2.5523409843444824,0.0,0.393751859664917,2.5718220802869216
36,0,-0.34227901697158813,2.765036106109619,0.0,0.14765694737434387,2.7861406270231375
42,0,2.7974724769592285,2.3342278003692627,0.0,0.0,3.643414838219926
42,1,-1.7903825044631958,3.1731691360473633,0.0,0.0,3.6434148649654867
55,0,0.08556975424289703,2.7848262786865234,0.0,0.14765694737434387,2.786140625543553
64,0,0.07898746430873871,2.5706088542938232,0.0,0.14765694737434387,2.5718220975199135
64,1,-3.159498453140259,1.3327680826187134,0.0,0.14765694737434387,3.4290962712415713
64,2,-1.895699143409729,2.8574509620666504,0.0,0.14765694737434387,3.4290962720431177
75,0,2.7974724769592285,2.3342278003692627,0.0,0.0,3.643414838219926
75,1,-1.7903825044631958,3.1731691360473633,0.0,0.0,3.6434148649654867
77,0,2.7974724769592285,2.3342278003692627,0.0,0.0,3.643414838219926
77,1,-1.6784836053848267,3.2337539196014404,0.0,0.0,3.64341483035947
78,0,-0.09873432666063309,3.213261127471924,0.0,0.14765694737434387,3.214777681362005
78,1,-1.6784836053848267,2.7418038845062256,0.0,0.14765694737434387,3.214777714654479
78,2,-0.15797492861747742,2.5669658184051514,0.0,-0.14765694737434387,2.571822231596135
79,0,2.7974724769592285,2.3342278003692627,0.0,0.0,3.643414838219926
79,1,0.26329153776168823,2.126950979232788,0.0,-1.3781315088272095,2.143185223427091
79,2,0.15797492861747742,2.5669658184051514,0.0,-0.5906277894973755,2.571822231596135
80,0,2.7974724769592285,2.3342278003692627,0.0,0.0,3.643414838219926
80,1,1.3756983280181885,3.8326311111450195,0.0,0.14765694737434387,4.072051954952042
80,2,0.21063323318958282,1.7015607357025146,0.0,-0.9351606369018555,1.714548131785276
80,3,0.15797492861747742,1.7072548866271973,0.0,-0.787503719329834,1.7145481404685439
80,4,0.04607601836323738,1.4995218515396118,0.0,-0.6890657544136047,1.5002295766691827
80,5,0.17113950848579407,2.780879497528076,0.0,-0.6890657544136047,2.7861406122334826
80,6,-2.3959529399871826,1.4219666719436646,0.0,-0.6890657544136047,2.7861406473384944
80,7,0.32253211736679077,10.496652603149414,0.0,-0.6890657544136047,10.501606678881878
80,8,-2.738232135772705,0.5144556760787964,0.0,-0.49218982458114624,2.786140676998927
80,9,-0.6845580339431763,2.700733184814453,0.0,-0.49218982458114624,2.7861405989996566
81,0,-0.9215204119682312,1.934952974319458,0.0,-0.1968759298324585,2.1431852188977545
