timestamp_s,frame_number,point_index,snr,noise
1013.148632,906,0,16.1,63.300000000000004
1015.348622,908,0,21.200000000000003,63.5
1018.356754,911,0,25.400000000000002,75.5
1025.354429,916,0,21.0,70.9
1025.354429,916,1,21.0,70.9
1025.354429,916,2,37.2,55.0
1025.354429,916,3,29.3,69.5
1026.353429,917,0,30.8,59.800000000000004
1040.151533,929,0,24.1,55.7
1042.349442,931,0,19.0,60.0
1046.354176,935,0,30.700000000000003,68.8
1046.354176,935,1,21.0,60.5
1048.167193,936,0,15.200000000000001,87.30000000000001
1049.352101,937,0,28.8,67.10000000000001
1049.352101,937,1,21.6,60.0
1051.355393,939,0,15.4,88.10000000000001
1052.349382,940,0,37.4,58.300000000000004
