timestamp_s,frame_number,point_index,snr,noise
284.200486,52,0,15.100000000000001,92.10000000000001
284.200486,52,1,15.100000000000001,92.10000000000001
284.200486,52,2,19.3,90.0
285.214289,53,0,19.0,90.4
287.020483,54,0,19.200000000000003,90.10000000000001
288.196816,55,0,22.200000000000003,87.10000000000001
290.024295,56,0,22.5,86.9
291.211508,57,0,22.5,86.80000000000001
291.211508,57,1,19.700000000000003,64.10000000000001
291.211508,57,2,19.700000000000003,64.10000000000001
291.211508,57,3,35.300000000000004,55.900000000000006
293.030304,58,0,18.8,90.4
294.209689,59,0,19.700000000000003,89.7
294.209689,59,1,41.0,56.0
294.209689,59,2,16.400000000000002,65.60000000000001
294.209689,59,3,22.8,61.6
294.209689,59,4,22.8,61.6
294.209689,59,5,35.300000000000004,54.800000000000004
294.209689,59,6,22.700000000000003,63.300000000000004
295.211831,60,0,22.5,87.0
296.213902,61,0,19.3,89.80000000000001
297.198678,62,0,19.900000000000002,89.60000000000001
298.215864,63,0,19.900000000000002,89.80000000000001
299.217568,64,0,19.3,90.30000000000001
300.207031,65,0,19.900000000000002,89.60000000000001
301.212252,66,0,22.0,87.4
302.216437,67,0,16.900000000000002,88.5
302.216437,67,1,19.3,89.9
303.206766,68,0,19.1,90.30000000000001
304.211024,69,0,18.900000000000002,90.60000000000001
304.211024,69,1,22.5,61.400000000000006
304.211024,69,2,22.5,61.400000000000006
305.213897,70,0,19.1,90.60000000000001
306.207136,71,0,22.400000000000002,86.80000000000001
307.215136,72,0,19.1,90.30000000000001
309.021737,73,0,19.0,90.5
310.213262,74,0,22.0,87.30000000000001
311.206239,75,0,19.0,90.30000000000001
312.213568,76,0,15.3,89.2
312.213568,76,1,15.3,89.2
312.213568,76,2,18.8,90.5
313.213349,77,0,19.3,90.2
315.022996,78,0,18.7,89.60000000000001
315.022996,78,1,21.6,87.80000000000001
316.198906,79,0,22.3,87.10000000000001
317.207866,80,0,19.200000000000003,90.10000000000001
318.207984,81,0,21.0,88.2
319.210649,82,0,19.8,89.7
320.205065,83,0,21.5,88.0
320.205065,83,1,18.7,90.80000000000001
321.211742,84,0,19.5,89.9
322.209502,85,0,19.3,90.0
323.19218,86,0,22.900000000000002,86.5
325.01919,87,0,21.900000000000002,87.60000000000001
