timestamp_s,frame_number,point_index,x,y,z,doppler_mps,azimuth_deg,elevation_deg,snr_db,noise_db
0.0,1,0,-0.11562623083591461,0.03543391823768616,-0.03380415216088295,0.0,162.96219899873645,-15.617062358381991,29.1,57.1
0.0,1,1,-0.27750298380851746,1.6756209135055542,1.4913164377212524,0.0,99.4035191770596,41.28469967189798,22.200000000000003,57.1
0.0,1,2,-1.1100119352340698,1.8068257570266724,-0.782299280166626,0.0,121.56422193645633,-20.249664852013684,22.200000000000003,57.1
0.29168,2,0,-0.11562623083591461,0.03556438907980919,-0.033666860312223434,0.0,162.903116407129,-15.552026812128242,29.200000000000003,57.0
0.29168,2,1,-0.3468787372112274,1.565572738647461,1.592920184135437,0.0,102.49300987621282,44.80963009588011,21.3,57.0
0.29168,2,2,-1.1100119352340698,1.9162224531173706,-0.45244133472442627,0.0,120.08246506694464,-11.547074577018687,21.3,57.0
0.589599,3,0,-0.11562623083591461,0.03550875931978226,-0.03372552618384361,0.0,162.92830328733592,-15.579814564319962,29.1,57.1
0.589599,3,1,-0.3468787372112274,1.680382251739502,1.471301555633545,0.0,101.66364857861903,40.61295650872864,21.6,57.1
0.589599,3,2,-1.1100119352340698,1.903892993927002,-0.5017999410629272,0.0,120.24313586493646,-12.827154844305628,21.6,57.1
0.894187,4,0,-0.11562623083591461,0.03545217216014862,-0.033785007894039154,0.0,162.9539306177461,-15.607992424682408,29.200000000000003,57.0
0.894187,4,1,-0.4162544310092926,1.3924554586410522,1.7310510873794556,0.0,106.64327483083744,49.98414203571494,18.900000000000002,57.0
0.894187,4,2,-1.1793875694274902,1.8994945287704468,-0.3312147259712219,0.0,121.83595899357923,-8.426401847481662,18.900000000000002,57.0
1.196993,5,0,-0.11562623083591461,0.035517506301403046,-0.033716317266225815,0.0,162.9243425609198,-15.575452319125878,29.400000000000002,56.800000000000004
1.196993,5,1,-0.3468787372112274,1.5054681301116943,1.6498419046401978,0.0,102.97521177850997,46.88113527655266,25.6,56.800000000000004
1.196993,5,2,-1.1100119352340698,1.8949235677719116,-0.5346738696098328,0.0,120.36100000425411,-13.68330288522399,25.6,56.800000000000004
1.490091,6,0,-0.11562623083591461,0.03546956181526184,-0.03376675024628639,0.0,162.94605439977764,-15.599342934202273,29.3,56.900000000000006
1.490091,6,1,-0.27750298380851746,1.621626853942871,1.5498570203781128,0.0,99.71075258464352,43.290764545037476,22.900000000000002,56.900000000000006
1.490091,6,2,-1.0406361818313599,1.9544484615325928,-0.4538118243217468,0.0,118.03284309117386,-11.58253602435361,22.900000000000002,56.900000000000006
1.80981,7,0,-0.11562623083591461,0.03543122485280037,-0.033806975930929184,0.0,162.96341906871507,-15.618400176837534,29.3,56.900000000000006
1.80981,7,1,-0.27750298380851746,1.6521037817001343,1.5173276662826538,0.0,99.53493409384657,42.16818526784442,25.0,56.900000000000006
1.80981,7,2,-1.1100119352340698,1.849034309387207,-0.6765232682228088,0.0,120.97722821282687,-17.416359005058347,25.0,56.900000000000006
2.099121,8,0,-0.11562623083591461,0.03552272543311119,-0.033710818737745285,0.0,162.92197936262917,-15.572847772663422,29.3,56.900000000000006
2.099121,8,1,-0.292919784784317,1.919269323348999,1.3866310119628906,0.0,98.6775468380001,35.534746331276445,23.8,56.400000000000006
2.099121,8,2,-1.0984491109848022,1.9594022035598755,-0.8039247989654541,0.0,119.27517330187548,-19.691730595662115,23.8,56.400000000000006
2.408288,9,0,-0.11562623083591461,0.03542277589440346,-0.03381582722067833,0.0,162.96724644548667,-15.622593840817492,29.0,57.2
2.408288,9,1,-0.27750298380851746,1.4960895776748657,1.6713606119155884,0.0,100.50811461051038,47.68524078541428,23.400000000000002,57.2
2.408288,9,2,-1.1100119352340698,1.83389413356781,-0.7165499925613403,0.0,121.1855092768293,-18.482935481447615,23.400000000000002,57.2
2.70809,10,0,-0.11562623083591461,0.03543436527252197,-0.033803682774305344,0.0,162.96199649903593,-15.616840000706603,29.1,57.1
