timestamp_s,frame_number,range_bin,doppler_bin,signal_strength
4315.282979,2022,0,0,5192
4315.282979,2022,0,1,4942
4315.282979,2022,0,2,2975
4315.282979,2022,0,3,2755
4315.282979,2022,0,4,2637
4315.282979,2022,0,5,2450
4315.282979,2022,0,6,2326
4315.282979,2022,0,7,2368
4315.282979,2022,0,8,2323
4315.282979,2022,0,9,2373
4315.282979,2022,0,10,2307
4315.282979,2022,0,11,2262
4315.282979,2022,0,12,2433
4315.282979,2022,0,13,2303
4315.282979,2022,0,14,2418
4315.282979,2022,0,15,2278
4315.282979,2022,0,16,2324
4315.282979,2022,0,17,2234
4315.282979,2022,0,18,2207
4315.282979,2022,0,19,2422
4315.282979,2022,0,20,2369
4315.282979,2022,0,21,2382
4315.282979,2022,0,22,2323
4315.282979,2022,0,23,2288
4315.282979,2022,0,24,2222
4315.282979,2022,0,25,2311
4315.282979,2022,0,26,2307
4315.282979,2022,0,27,2321
4315.282979,2022,0,28,2370
4315.282979,2022,0,29,2394
4315.282979,2022,0,30,2403
4315.282979,2022,0,31,2289
4315.282979,2022,0,32,1975
4315.282979,2022,0,33,2067
4315.282979,2022,0,34,2408
4315.282979,2022,0,35,2414
4315.282979,2022,0,36,2362
4315.282979,2022,0,37,2453
4315.282979,2022,0,38,2324
4315.282979,2022,0,39,2368
4315.282979,2022,0,40,2406
4315.282979,2022,0,41,2418
4315.282979,2022,0,42,2122
4315.282979,2022,0,43,2282
4315.282979,2022,0,44,2381
4315.282979,2022,0,45,2206
4315.282979,2022,0,46,2206
4315.282979,2022,0,47,2417
4315.282979,2022,0,48,2383
4315.282979,2022,0,49,2218
4315.282979,2022,0,50,2417
4315.282979,2022,0,51,2349
4315.282979,2022,0,52,2404
4315.282979,2022,0,53,2500
4315.282979,2022,0,54,2360
4315.282979,2022,0,55,2200
4315.282979,2022,0,56,2326
4315.282979,2022,0,57,2360
4315.282979,2022,0,58,2322
4315.282979,2022,0,59,2214
4315.282979,2022,0,60,2335
4315.282979,2022,0,61,2451
4315.282979,2022,0,62,2414
4315.282979,2022,0,63,2482
4315.282979,2022,0,64,2456
4315.282979,2022,0,65,2357
4315.282979,2022,0,66,2421
4315.282979,2022,0,67,2313
4315.282979,2022,0,68,2306
